"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jun 18 08:45:09 UTC 2026","Thu Jun 18 08:45:12 UTC 2026","2421","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"failed","Thu Jun 18 08:45:14 UTC 2026","Thu Jun 18 08:45:14 UTC 2026","390","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Thu Jun 18 08:45:12 UTC 2026","Thu Jun 18 08:45:12 UTC 2026","438","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"failed","Thu Jun 18 08:45:14 UTC 2026","Thu Jun 18 08:45:14 UTC 2026","367","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Thu Jun 18 08:45:41 UTC 2026","Thu Jun 18 08:46:01 UTC 2026","19310","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"failed","Thu Jun 18 08:45:13 UTC 2026","Thu Jun 18 08:45:14 UTC 2026","379","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Thu Jun 18 08:45:12 UTC 2026","Thu Jun 18 08:45:13 UTC 2026","410","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Thu Jun 18 08:45:14 UTC 2026","Thu Jun 18 08:45:41 UTC 2026","26960","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"broken","Thu Jun 18 08:45:13 UTC 2026","Thu Jun 18 08:45:13 UTC 2026","384","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"failed","Thu Jun 18 08:45:13 UTC 2026","Thu Jun 18 08:45:13 UTC 2026","388","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
