"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Aug 16 04:34:30 UTC 2026","Sun Aug 16 04:34:49 UTC 2026","19038","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Sun Aug 16 04:34:04 UTC 2026","Sun Aug 16 04:34:05 UTC 2026","727","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Aug 16 04:33:57 UTC 2026","Sun Aug 16 04:34:00 UTC 2026","3222","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Sun Aug 16 04:34:01 UTC 2026","Sun Aug 16 04:34:02 UTC 2026","759","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Sun Aug 16 04:34:04 UTC 2026","Sun Aug 16 04:34:04 UTC 2026","496","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Aug 16 04:34:03 UTC 2026","Sun Aug 16 04:34:04 UTC 2026","651","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Aug 16 04:34:02 UTC 2026","Sun Aug 16 04:34:03 UTC 2026","728","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"failed","Sun Aug 16 04:34:05 UTC 2026","Sun Aug 16 04:34:30 UTC 2026","25343","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sun Aug 16 04:34:00 UTC 2026","Sun Aug 16 04:34:01 UTC 2026","764","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Sun Aug 16 04:34:03 UTC 2026","Sun Aug 16 04:34:03 UTC 2026","367","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
